time,x,y,z
2023/06/27 09:24:42.39987007,100.0,100.0,0.0
2023/06/27 09:24:42.139785411,100.0,99.9,0.0
2023/06/27 09:24:42.240062330,100.0,99.80000000000001,0.0
2023/06/27 09:24:42.340099219,100.0,99.70000000000002,0.0
2023/06/27 09:24:42.440142577,100.0,99.60000000000002,0.0
2023/06/27 09:24:42.540094526,100.0,99.50000000000003,0.0
2023/06/27 09:24:42.640227666,100.0,99.40000000000003,0.0
2023/06/27 09:24:42.739904792,100.0,99.30000000000004,0.0
2023/06/27 09:24:42.839783016,100.0,99.20000000000005,0.0
2023/06/27 09:24:42.939957772,100.0,99.10000000000005,0.0
2023/06/27 09:24:43.39807015,100.0,99.00000000000006,0.0
2023/06/27 09:24:43.139841521,100.0,98.90000000000006,0.0
2023/06/27 09:24:43.239849142,100.0,98.80000000000007,0.0
2023/06/27 09:24:43.339947946,100.0,98.70000000000007,0.0
2023/06/27 09:24:43.439894508,100.0,98.60000000000008,0.0
2023/06/27 09:24:43.539849409,100.0,98.50000000000009,0.0
2023/06/27 09:24:43.639707168,100.0,98.40000000000009,0.0
2023/06/27 09:24:43.739551234,100.0,98.3000000000001,0.0
2023/06/27 09:24:43.839682279,100.0,98.2000000000001,0.0
2023/06/27 09:24:43.939809178,100.0,98.10000000000011,0.0
2023/06/27 09:24:44.39987666,100.0,98.00000000000011,0.0
2023/06/27 09:24:44.139810473,100.0,97.90000000000012,0.0
2023/06/27 09:24:44.239932700,100.0,97.80000000000013,0.0
2023/06/27 09:24:44.339902130,100.0,97.70000000000013,0.0
2023/06/27 09:24:44.439756730,100.0,97.60000000000014,0.0
2023/06/27 09:24:44.539581631,100.0,97.50000000000014,0.0
2023/06/27 09:24:44.639677860,100.0,97.40000000000015,0.0
2023/06/27 09:24:44.739758016,100.0,97.30000000000015,0.0
2023/06/27 09:24:44.840129851,100.0,97.20000000000016,0.0
2023/06/27 09:24:44.939569328,100.0,97.10000000000016,0.0
2023/06/27 09:24:45.39729520,100.0,97.00000000000017,0.0
2023/06/27 09:24:45.139726274,100.0,96.90000000000018,0.0
2023/06/27 09:24:45.239764214,100.0,96.80000000000018,0.0
2023/06/27 09:24:45.339654823,100.0,96.70000000000019,0.0
2023/06/27 09:24:45.439655628,100.0,96.6000000000002,0.0
2023/06/27 09:24:45.539697188,100.0,96.5000000000002,0.0
2023/06/27 09:24:45.639640861,100.0,96.4000000000002,0.0
2023/06/27 09:24:45.739242715,100.0,96.30000000000021,0.0
2023/06/27 09:24:45.839489249,100.0,96.20000000000022,0.0
2023/06/27 09:24:45.939678588,100.0,96.10000000000022,0.0
2023/06/27 09:24:46.39596948,100.0,96.00000000000023,0.0
2023/06/27 09:24:46.139758123,100.0,95.90000000000023,0.0
2023/06/27 09:24:46.239740758,100.0,95.80000000000024,0.0
2023/06/27 09:24:46.339749223,100.0,95.70000000000024,0.0
2023/06/27 09:24:46.439621362,100.0,95.60000000000025,0.0
2023/06/27 09:24:46.539689604,100.0,95.50000000000026,0.0
2023/06/27 09:24:46.639706152,100.0,95.40000000000026,0.0
2023/06/27 09:24:46.739518830,100.0,95.30000000000027,0.0
2023/06/27 09:24:46.839599499,100.0,95.20000000000027,0.0
2023/06/27 09:24:46.939597909,100.0,95.10000000000028,0.0
2023/06/27 09:24:47.39963892,100.0,95.00000000000028,0.0
2023/06/27 09:24:47.139813199,100.0,94.90000000000029,0.0
2023/06/27 09:24:47.239889807,100.0,94.8000000000003,0.0
2023/06/27 09:24:47.339723189,100.0,94.7000000000003,0.0
2023/06/27 09:24:47.439668370,100.0,94.6000000000003,0.0
2023/06/27 09:24:47.539636073,100.0,94.50000000000031,0.0
2023/06/27 09:24:47.639835982,100.0,94.40000000000032,0.0
2023/06/27 09:24:47.739843093,100.0,94.30000000000032,0.0
