time,stamp,level,name,msg,file,function,line
2023/06/29 11:16:00.731338260,"{'secs': 1688002519, 'nsecs': 540697045}",20,kaboat_gps_rtk,"Longitude is: ""126.9516913333""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,43
2023/06/29 11:16:00.827116054,"{'secs': 1688002519, 'nsecs': 636885086}",20,kaboat_gps_rtk,"Latitude is: ""37.4558239""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,42
2023/06/29 11:16:00.829042267,"{'secs': 1688002519, 'nsecs': 638558317}",20,kaboat_gps_rtk,"Longitude is: ""126.9517031""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,43
2023/06/29 11:16:00.850956394,"{'secs': 1688004438, 'nsecs': 499060083}",20,gnss_converter,All topics received,/home/jiyoung/snuboat_ws/src/snuboat_nav/snuboat_nav/gnss_converter.py,check_topics_status,53
2023/06/29 11:16:00.927053382,"{'secs': 1688002519, 'nsecs': 736657447}",20,kaboat_gps_rtk,"Latitude is: ""37.4558239""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,42
2023/06/29 11:16:00.928802979,"{'secs': 1688002519, 'nsecs': 738301843}",20,kaboat_gps_rtk,"Longitude is: ""126.9517031""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,43
2023/06/29 11:16:01.26931544,"{'secs': 1688002519, 'nsecs': 836512960}",20,kaboat_gps_rtk,"Latitude is: ""37.4558239""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,42
2023/06/29 11:16:01.28365582,"{'secs': 1688002519, 'nsecs': 838174267}",20,kaboat_gps_rtk,"Longitude is: ""126.9517031""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,43
2023/06/29 11:16:01.127072256,"{'secs': 1688002519, 'nsecs': 936455551}",20,kaboat_gps_rtk,"Latitude is: ""37.4558239""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,42
2023/06/29 11:16:01.128596964,"{'secs': 1688002519, 'nsecs': 938111808}",20,kaboat_gps_rtk,"Longitude is: ""126.9517031""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,43
2023/06/29 11:16:01.184566412,"{'secs': 1688004961, 'nsecs': 183908825}",20,differentiater,All topics received,/home/jiyoung/snuboat_ws/src/snuboat_nav/snuboat_nav/differentiater.py,check_topics_status,44
2023/06/29 11:16:01.226899743,"{'secs': 1688002520, 'nsecs': 36578870}",20,kaboat_gps_rtk,"Latitude is: ""37.4558239""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,42
2023/06/29 11:16:01.228693111,"{'secs': 1688002520, 'nsecs': 38265063}",20,kaboat_gps_rtk,"Longitude is: ""126.9517031""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,43
2023/06/29 11:16:01.327243668,"{'secs': 1688002520, 'nsecs': 136536114}",20,kaboat_gps_rtk,"Latitude is: ""37.4558239""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,42
2023/06/29 11:16:01.328335231,"{'secs': 1688002520, 'nsecs': 138171645}",20,kaboat_gps_rtk,"Longitude is: ""126.9517031""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,43
2023/06/29 11:16:01.427429816,"{'secs': 1688002520, 'nsecs': 236583963}",20,kaboat_gps_rtk,"Latitude is: ""37.4558239""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,42
2023/06/29 11:16:01.428391442,"{'secs': 1688002520, 'nsecs': 238229829}",20,kaboat_gps_rtk,"Longitude is: ""126.9517031""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,43
2023/06/29 11:16:01.527448346,"{'secs': 1688002520, 'nsecs': 336558432}",20,kaboat_gps_rtk,"Latitude is: ""37.4558239""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,42
2023/06/29 11:16:01.528510010,"{'secs': 1688002520, 'nsecs': 338191921}",20,kaboat_gps_rtk,"Longitude is: ""126.9517031""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,43
2023/06/29 11:16:01.627155208,"{'secs': 1688002520, 'nsecs': 437029342}",20,kaboat_gps_rtk,"Latitude is: ""37.4558239""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,42
2023/06/29 11:16:01.628705505,"{'secs': 1688002520, 'nsecs': 438768046}",20,kaboat_gps_rtk,"Longitude is: ""126.9517031""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,43
2023/06/29 11:16:01.727004216,"{'secs': 1688002520, 'nsecs': 536692012}",20,kaboat_gps_rtk,"Latitude is: ""37.4558239""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,42
2023/06/29 11:16:01.728461385,"{'secs': 1688002520, 'nsecs': 538327799}",20,kaboat_gps_rtk,"Longitude is: ""126.9517031""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,43
2023/06/29 11:16:01.826782253,"{'secs': 1688002520, 'nsecs': 636535843}",20,kaboat_gps_rtk,"Latitude is: ""37.4558239""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,42
2023/06/29 11:16:01.827929842,"{'secs': 1688002520, 'nsecs': 638193326}",20,kaboat_gps_rtk,"Longitude is: ""126.9517031""",/home/jiyoung/snuboat_ws/src/kaboat_gps_rtk/kaboat_gps_rtk/kaboat_gps_rtk.py,timer_callback,43
