time,x,y,z
2023/06/26 22:12:20.562198872,100.0,98.50000000000009,0.0
2023/06/26 22:12:20.662059144,100.0,98.40000000000009,0.0
2023/06/26 22:12:20.762289246,100.0,98.3000000000001,0.0
2023/06/26 22:12:20.862143431,100.0,98.2000000000001,0.0
2023/06/26 22:12:20.962161162,100.0,98.10000000000011,0.0
2023/06/26 22:12:21.62184829,100.0,98.00000000000011,0.0
2023/06/26 22:12:21.161736316,100.0,97.90000000000012,0.0
2023/06/26 22:12:21.262355724,100.0,97.80000000000013,0.0
2023/06/26 22:12:21.362391611,100.0,97.70000000000013,0.0
2023/06/26 22:12:21.462523632,100.0,97.60000000000014,0.0
2023/06/26 22:12:21.562229578,100.0,97.50000000000014,0.0
2023/06/26 22:12:21.662372586,100.0,97.40000000000015,0.0
2023/06/26 22:12:21.762437768,100.0,97.30000000000015,0.0
2023/06/26 22:12:21.862276016,100.0,97.20000000000016,0.0
2023/06/26 22:12:21.962251969,100.0,97.10000000000016,0.0
2023/06/26 22:12:22.62333842,100.0,97.00000000000017,0.0
2023/06/26 22:12:22.162168435,100.0,96.90000000000018,0.0
2023/06/26 22:12:22.261956669,100.0,96.80000000000018,0.0
2023/06/26 22:12:22.361914218,100.0,96.70000000000019,0.0
2023/06/26 22:12:22.462287920,100.0,96.6000000000002,0.0
2023/06/26 22:12:22.562402846,100.0,96.5000000000002,0.0
2023/06/26 22:12:22.662400558,100.0,96.4000000000002,0.0
2023/06/26 22:12:22.762509883,100.0,96.30000000000021,0.0
2023/06/26 22:12:22.862287147,100.0,96.20000000000022,0.0
2023/06/26 22:12:22.962487737,100.0,96.10000000000022,0.0
2023/06/26 22:12:23.62033436,100.0,96.00000000000023,0.0
2023/06/26 22:12:23.162431490,100.0,95.90000000000023,0.0
2023/06/26 22:12:23.262264020,100.0,95.80000000000024,0.0
2023/06/26 22:12:23.362247683,100.0,95.70000000000024,0.0
2023/06/26 22:12:23.462533773,100.0,95.60000000000025,0.0
2023/06/26 22:12:23.562429328,100.0,95.50000000000026,0.0
2023/06/26 22:12:23.662513393,100.0,95.40000000000026,0.0
2023/06/26 22:12:23.762419048,100.0,95.30000000000027,0.0
2023/06/26 22:12:23.862478647,100.0,95.20000000000027,0.0
2023/06/26 22:12:23.962075875,100.0,95.10000000000028,0.0
2023/06/26 22:12:24.62048873,100.0,95.00000000000028,0.0
2023/06/26 22:12:24.162140737,100.0,94.90000000000029,0.0
2023/06/26 22:12:24.262389821,100.0,94.8000000000003,0.0
2023/06/26 22:12:24.362444409,100.0,94.7000000000003,0.0
2023/06/26 22:12:24.461947805,100.0,94.6000000000003,0.0
2023/06/26 22:12:24.562054290,100.0,94.50000000000031,0.0
2023/06/26 22:12:24.661916501,100.0,94.40000000000032,0.0
2023/06/26 22:12:24.761823916,100.0,94.30000000000032,0.0
2023/06/26 22:12:24.862128752,100.0,94.20000000000033,0.0
2023/06/26 22:12:24.961985377,100.0,94.10000000000034,0.0
2023/06/26 22:12:25.62115897,100.0,94.00000000000034,0.0
2023/06/26 22:12:25.161784094,100.0,93.90000000000035,0.0
2023/06/26 22:12:25.262460456,100.0,93.80000000000035,0.0
2023/06/26 22:12:25.362186652,100.0,93.70000000000036,0.0
2023/06/26 22:12:25.462245124,100.0,93.60000000000036,0.0
2023/06/26 22:12:25.562509204,100.0,93.50000000000037,0.0
2023/06/26 22:12:25.662424722,100.0,93.40000000000038,0.0
2023/06/26 22:12:25.762479831,100.0,93.30000000000038,0.0
2023/06/26 22:12:25.862510627,100.0,93.20000000000039,0.0
2023/06/26 22:12:25.962425825,100.0,93.10000000000039,0.0
2023/06/26 22:12:26.62467402,100.0,93.0000000000004,0.0
2023/06/26 22:12:26.162393321,100.0,92.9000000000004,0.0
2023/06/26 22:12:26.262429489,100.0,92.80000000000041,0.0
2023/06/26 22:12:26.362002377,100.0,92.70000000000041,0.0
2023/06/26 22:12:26.461976521,100.0,92.60000000000042,0.0
2023/06/26 22:12:26.562254599,100.0,92.50000000000043,0.0
2023/06/26 22:12:26.662263601,100.0,92.40000000000043,0.0
2023/06/26 22:12:26.762303360,100.0,92.30000000000044,0.0
2023/06/26 22:12:26.862370297,100.0,92.20000000000044,0.0
2023/06/26 22:12:26.961837677,100.0,92.10000000000045,0.0
2023/06/26 22:12:27.61798923,100.0,92.00000000000045,0.0
