time,x,y,z
2023/06/26 22:12:20.562210681,1.5000000000000002,0.0,0.0
2023/06/26 22:12:20.662069603,1.6000000000000003,0.0,0.0
2023/06/26 22:12:20.762297808,1.7000000000000004,0.0,0.0
2023/06/26 22:12:20.862149702,1.8000000000000005,0.0,0.0
2023/06/26 22:12:20.962165925,1.9000000000000006,0.0,0.0
2023/06/26 22:12:21.62189185,2.0000000000000004,0.0,0.0
2023/06/26 22:12:21.161741345,2.1000000000000005,0.0,0.0
2023/06/26 22:12:21.262364950,2.2000000000000006,0.0,0.0
2023/06/26 22:12:21.362397076,2.3000000000000007,0.0,0.0
2023/06/26 22:12:21.462534093,2.400000000000001,0.0,0.0
2023/06/26 22:12:21.562236771,2.500000000000001,0.0,0.0
2023/06/26 22:12:21.662377378,2.600000000000001,0.0,0.0
2023/06/26 22:12:21.762448165,2.700000000000001,0.0,0.0
2023/06/26 22:12:21.862283240,2.800000000000001,0.0,0.0
2023/06/26 22:12:21.962259050,2.9000000000000012,0.0,0.0
2023/06/26 22:12:22.62345638,3.0000000000000013,0.0,0.0
2023/06/26 22:12:22.162179167,3.1000000000000014,0.0,0.0
2023/06/26 22:12:22.261961246,3.2000000000000015,0.0,0.0
2023/06/26 22:12:22.361916764,3.3000000000000016,0.0,0.0
2023/06/26 22:12:22.462292018,3.4000000000000017,0.0,0.0
2023/06/26 22:12:22.562411823,3.5000000000000018,0.0,0.0
2023/06/26 22:12:22.662409556,3.600000000000002,0.0,0.0
2023/06/26 22:12:22.762520858,3.700000000000002,0.0,0.0
2023/06/26 22:12:22.862297067,3.800000000000002,0.0,0.0
2023/06/26 22:12:22.962499232,3.900000000000002,0.0,0.0
2023/06/26 22:12:23.62047651,4.000000000000002,0.0,0.0
2023/06/26 22:12:23.162443309,4.100000000000001,0.0,0.0
2023/06/26 22:12:23.262280468,4.200000000000001,0.0,0.0
2023/06/26 22:12:23.362258863,4.300000000000001,0.0,0.0
2023/06/26 22:12:23.462548854,4.4,0.0,0.0
2023/06/26 22:12:23.562441587,4.5,0.0,0.0
2023/06/26 22:12:23.662523930,4.6,0.0,0.0
2023/06/26 22:12:23.762428688,4.699999999999999,0.0,0.0
2023/06/26 22:12:23.862488409,4.799999999999999,0.0,0.0
2023/06/26 22:12:23.962090856,4.899999999999999,0.0,0.0
2023/06/26 22:12:24.62065016,4.999999999999998,0.0,0.0
2023/06/26 22:12:24.162152247,5.099999999999998,0.0,0.0
2023/06/26 22:12:24.262399681,5.1999999999999975,0.0,0.0
2023/06/26 22:12:24.362453874,5.299999999999997,0.0,0.0
2023/06/26 22:12:24.461957819,5.399999999999997,0.0,0.0
2023/06/26 22:12:24.562060817,5.4999999999999964,0.0,0.0
2023/06/26 22:12:24.661904762,5.599999999999996,0.0,0.0
2023/06/26 22:12:24.761830206,5.699999999999996,0.0,0.0
2023/06/26 22:12:24.862135112,5.799999999999995,0.0,0.0
2023/06/26 22:12:24.961989338,5.899999999999995,0.0,0.0
2023/06/26 22:12:25.62119874,5.999999999999995,0.0,0.0
2023/06/26 22:12:25.161790948,6.099999999999994,0.0,0.0
2023/06/26 22:12:25.262471551,6.199999999999994,0.0,0.0
2023/06/26 22:12:25.362195866,6.299999999999994,0.0,0.0
2023/06/26 22:12:25.462250393,6.399999999999993,0.0,0.0
2023/06/26 22:12:25.562518856,6.499999999999993,0.0,0.0
2023/06/26 22:12:25.662429753,6.5999999999999925,0.0,0.0
2023/06/26 22:12:25.762489503,6.699999999999992,0.0,0.0
2023/06/26 22:12:25.862534118,6.799999999999992,0.0,0.0
2023/06/26 22:12:25.962436486,6.8999999999999915,0.0,0.0
2023/06/26 22:12:26.62478518,6.999999999999991,0.0,0.0
2023/06/26 22:12:26.162408450,7.099999999999991,0.0,0.0
2023/06/26 22:12:26.262439481,7.19999999999999,0.0,0.0
2023/06/26 22:12:26.362016574,7.29999999999999,0.0,0.0
2023/06/26 22:12:26.461991281,7.39999999999999,0.0,0.0
2023/06/26 22:12:26.562264014,7.499999999999989,0.0,0.0
2023/06/26 22:12:26.662270004,7.599999999999989,0.0,0.0
2023/06/26 22:12:26.762308636,7.699999999999989,0.0,0.0
